Thu Nov 16 14:23:17 CET 2017
65;1.5
60;2.0
69;2.5
5;3.5
65;4.0
75;4.5
52;5.0
7;6.0
52;6.5
69;7.0
55;7.5
5;8.5
54;9.0
53;9.5
70;10.0
